grid_id,lanes,road_rank,road_type,road_link_distance_m
22850_8058,1,106,0,4.7577329582754295
23011_7999,1,106,0,4.758145231920877
22957_7851,2,103,0,4.758958135695217
22991_7925,2,103,0,4.7598262597521535
22873_7997,1,106,0,4.760250332540747
22894_8001,3,103,0,4.761001371503384
22847_7940,1,106,0,4.761795227597383
22932_8067,1,106,0,4.764232901969934
23080_7905,2,103,0,4.766146746783019
22918_7843,2,104,0,4.7675118548908255
22900_7982,1,107,0,4.768220465758413
22960_7906,2,103,0,4.768426833635359
22948_8023,2,103,0,4.768818909922055
23046_7951,1,106,3,4.769163587810539
23089_8058,2,103,0,4.771746165713889
23080_7846,1,103,0,4.772994976958344
23103_8021,1,106,0,4.773412876670379
22942_7928,1,106,0,4.774065978495615
22909_7929,1,106,0,4.774691163992423
23080_7976,1,106,0,4.77728724304037
22884_7998,1,106,0,4.77748843507223
22878_7913,1,103,0,4.77795410531105
23003_7859,2,101,4,4.778779184488821
22994_7875,1,106,0,4.778845184572302
23018_8050,2,103,0,4.779057004189483
22959_7985,3,103,0,4.779173082148268
23075_7920,2,103,0,4.779330955418049
22958_7878,1,106,0,4.7796429138746275
22966_7961,2,103,4,4.779830140785578
23000_8038,1,106,0,4.7806113168825135
23059_8054,1,106,0,4.780716247426368
22946_8027,2,103,0,4.780734691590945
22928_7865,2,103,0,4.781746038444982
23030_8044,1,106,0,4.781790586564663
22912_7885,1,105,0,4.782284033674285
23083_7960,1,105,0,4.782289634774827
22910_8028,1,106,0,4.783105291985981
22983_7908,1,103,0,4.783268814420006
23058_8012,1,106,0,4.785684163994404
23032_8012,1,106,0,4.785841907147008
23006_8028,1,106,0,4.787752116828669
23018_8057,2,103,0,4.788181991846046
22950_8004,4,101,0,4.790155175767801
22869_7992,1,106,0,4.790329032164858
22881_7981,2,101,0,4.790830077137231
23076_7965,1,105,0,4.791067449043981
22950_8041,2,103,0,4.791517177588562
22967_7874,2,101,0,4.791902077635007
23004_7963,2,101,0,4.792391037636105
22928_7998,2,103,0,4.79263324690204
22921_7909,1,103,4,4.79268164024848
23080_7966,1,106,0,4.79287716533072
23054_7910,1,106,0,4.792888440775438
23087_7851,2,103,0,4.79293045042569
22893_7860,1,106,0,4.79361399495321
22939_8052,2,103,0,4.794324547596986
22916_7996,2,103,0,4.7950855404074195
23053_8042,1,105,0,4.796175060112133
22988_7912,2,101,0,4.796234736564588
22902_7953,2,103,0,4.796512017772537
23033_8039,1,105,0,4.7965262510296975
23007_7965,2,101,4,4.797259495123826
23012_7996,1,106,0,4.797499505500907
22858_8060,2,101,0,4.797617150940513
22852_7886,2,105,0,4.797808365386641
22864_7924,1,103,0,4.798408620342971
22842_7982,2,103,0,4.7985599190859425
22858_7881,1,106,0,4.79864890370057
22923_7884,1,106,0,4.798811099001144
22902_7966,2,103,0,4.798820243807982
22848_8057,1,106,0,4.799137568151183
22879_7927,2,106,0,4.799364000924503
22989_8003,1,105,0,4.7993787405817585
23086_7888,1,105,0,4.79941212021785
22897_8061,1,106,0,4.799446278120533
22931_7883,1,103,0,4.79948425838282
22920_7889,1,106,0,4.799512412731504
22871_7905,2,103,4,4.799574717545511
22928_7840,1,106,0,4.799636765575681
22876_7955,2,103,0,4.799704874828729
22925_8031,2,106,0,4.79978464446262
22903_7985,2,103,0,4.799812816312899
22941_7984,2,103,0,4.799883176262908
23084_7944,2,103,0,4.799961805010021
22993_7897,1,106,0,4.799967172616573
22939_7856,1,103,0,4.799984996635183
22885_7913,1,106,0,4.79999106385411
23060_7846,1,106,0,4.799991541957421
23075_7914,2,101,0,4.799996885954669
22890_7932,2,103,0,4.7999978141853745
22904_7885,2,103,4,4.7999997680754065
22948_7944,1,106,0,4.800006165146816
22920_7943,2,103,0,4.80001077861091
22825_7873,1,103,0,4.800012392620637
22896_7896,2,101,4,4.8000169668596
22902_8064,1,106,0,4.80002316325554
22846_7846,2,103,0,4.800026259452328
22850_7950,2,103,0,4.800063731211023
22922_7904,2,105,0,4.800065791691802
23034_7911,1,106,0,4.800065802770676
22853_7888,2,105,0,4.800153788429788
23068_8059,2,103,0,4.800212002596103
23056_7954,1,105,0,4.800354597921379
22941_7896,1,103,0,4.800387722931058
22954_7951,2,103,0,4.800415215244131
22991_8000,1,105,0,4.8004317495130095
23013_7845,2,103,0,4.800441069986807
23081_7965,1,105,0,4.8005297878357105
23097_7955,2,103,4,4.8005991577484055
23000_7869,1,105,0,4.8006889970859845
23028_8054,1,106,0,4.800816567961083
23099_7873,1,103,0,4.800845268077273
23026_7836,1,103,0,4.800950371124896
23066_7913,1,103,0,4.800954856685826
23097_8042,1,106,0,4.801038534229043
22887_7937,1,106,0,4.801116836018104
23035_7872,1,106,0,4.801177407444224
23045_7977,1,106,0,4.801191797852859
23066_8068,1,106,0,4.801504976676469
22894_7983,1,106,0,4.801558106496881
22956_7967,3,103,0,4.80227846036149
22954_7946,2,103,0,4.802512416199699
22919_7842,2,104,0,4.8032072650192825
22868_7904,2,103,0,4.8040072458520315
22971_7898,1,106,0,4.804557012469835
22899_7921,2,103,0,4.804975284101133
22910_8067,1,103,0,4.805186692970599
23034_7967,1,106,0,4.805274516529036
23056_7946,1,105,0,4.8056882323413825
22921_7886,1,106,0,4.806035303925391
23037_8039,1,105,0,4.807233959057938
22873_7938,1,103,0,4.807338100813355
23031_7869,1,106,0,4.807663521010829
22880_8034,1,106,0,4.807718830508245
22905_7998,2,103,0,4.807974463006191
23014_7842,1,106,0,4.809863274545998
22959_7886,2,103,0,4.810162970649083
23079_8013,1,103,0,4.810275219638985
23010_7959,1,103,0,4.810638224377306
23032_7927,1,106,0,4.811195006261613
23028_7952,1,103,0,4.812199365743473
22900_7983,1,106,0,4.812530633692806
22947_8069,1,106,0,4.812857676740502
22891_8007,1,106,0,4.812899102504118
22900_7914,2,101,0,4.812989458918198
22897_7852,2,103,4,4.813973668863804
22960_8003,3,106,0,4.814095781325464
23066_7912,1,103,0,4.814378948795756
22862_7904,2,103,3,4.815067321503828
23016_7917,1,106,0,4.816483851886583
23009_8009,1,105,0,4.816510643673573
22886_7966,1,106,0,4.816745250696151
22996_7967,2,103,3,4.8167566588235005
23102_8064,2,103,0,4.816959508598808
22863_8062,1,103,0,4.817160959553569
22992_7873,1,106,0,4.817291765293867
23095_8046,1,105,0,4.817866883504897
22960_7972,2,103,0,4.817940987434621
22987_7866,2,103,0,4.818652418994192
22897_7962,2,103,0,4.819058625586449
23031_7927,1,106,0,4.819061294259428
22921_7847,2,101,0,4.819124438852885
22933_7974,2,106,0,4.819708181266108
22934_7848,2,101,0,4.81984128900966
23004_8049,1,103,0,4.820220790613095
22966_7985,2,101,0,4.820980532071268
22842_7981,2,103,0,4.821076798071556
22843_7875,1,103,0,4.821284132268859
22828_7876,1,103,0,4.822227484568876
22929_7975,1,106,0,4.822640296424722
22927_7974,2,106,0,4.82267592803694
22859_8057,2,101,0,4.822948152399789
22876_7930,1,106,0,4.8239977037890664
23097_7938,1,106,0,4.824136675853368
22861_7905,2,103,0,4.826228601805037
22969_7874,2,101,0,4.826838580630623
23086_7895,2,101,0,4.826846723085497
23094_7947,2,103,0,4.8269447324176555
22996_7940,1,106,0,4.827839857759803
22930_7901,1,103,0,4.828979845299913
22929_7996,2,103,0,4.8307003104847865
22841_7842,2,101,0,4.833992011423059
22963_7887,1,103,0,4.835186846911041
23026_7950,1,106,0,4.83534456846655
23083_7997,1,106,0,4.835519887595
22902_7921,2,101,0,4.835887701380326
23103_7944,2,101,0,4.836334370505877
23098_7856,1,106,0,4.836619777922836
22950_8057,2,103,0,4.836982728861257
22897_8016,1,101,0,4.837266289546686
23049_7846,1,106,0,4.837699578510653
23025_7837,1,103,0,4.8378492673443505
22875_7882,2,101,0,4.838313043280435
22827_7971,1,103,0,4.838810444761033
22905_7836,2,101,0,4.839605088055082
22877_8037,1,101,0,4.839621578004684
22867_7916,1,106,0,4.840144958199904
23051_8070,2,103,0,4.841330823859035
23026_8008,1,103,0,4.842600825491097
23048_7919,1,105,0,4.842612531825923
22929_7943,2,103,0,4.8439390238955955
22848_8000,2,103,0,4.844178240208231
22958_7864,2,103,0,4.844923605028628
22893_7890,1,105,0,4.846919864796903
22939_7896,1,103,0,4.847793976899113
22902_8016,1,106,0,4.848897207473343
22875_8031,2,103,0,4.849138784438118
22892_7905,1,106,0,4.849627144901748
23046_8060,1,106,0,4.849920472169371
22873_7932,1,103,0,4.850336899539093
22901_7965,2,103,0,4.850370971346878
23098_7874,2,101,0,4.852609760249548
22900_7953,1,106,0,4.853714581952134
22895_7994,1,106,0,4.853719113349116
22906_7877,2,103,0,4.854614470967425
22932_7889,1,103,0,4.854804358892928
22941_7992,2,103,0,4.85521940612506
22879_7932,2,101,0,4.855810968843713
23079_7838,1,106,0,4.857030515774166
23053_8032,2,103,0,4.859315716391246
22952_8060,2,103,0,4.859976185090226
23025_8033,1,103,0,4.860201818927159
23023_7838,1,103,0,4.860461809553246
22926_7960,1,106,0,4.860768830419682
22939_8010,3,106,0,4.861485715522551
22858_8048,1,106,0,4.862278797290613
22953_7848,1,103,0,4.863164479831211
23029_7963,1,103,0,4.863331615600526
22869_7996,1,106,0,4.863640875459338
23055_7927,1,105,3,4.863700705183851
22948_7963,1,106,0,4.864055865953522
23079_8023,1,105,0,4.864445463853291
22895_7845,2,101,0,4.866291450025888
22976_8061,1,106,0,4.866749354331106
22965_8006,1,106,0,4.866778814758261
23039_7907,1,106,0,4.866872563937809
22898_7849,2,103,0,4.867621181279589
22853_7840,2,103,0,4.868036633804795
23010_7967,2,103,0,4.868197483755455
22987_7998,1,105,0,4.868608818519741
22941_8052,2,103,0,4.868900131290779
22889_8017,3,107,0,4.8692996089504055
22999_7866,1,105,0,4.872016696039846
23101_8056,1,106,0,4.872088255177144
22916_7880,2,105,0,4.872449737565036
22970_7939,1,105,0,4.872716818361517
22854_7840,2,103,0,4.87293101032221
22997_7886,2,101,0,4.873362462490884
22955_8043,2,105,0,4.873499933778334
23066_7995,2,105,0,4.874442093986201
22935_7866,2,103,0,4.874672303826598
22894_7889,1,105,0,4.8748545123327025
22923_7977,1,106,0,4.8749184756971005
22879_7901,2,103,0,4.8749884924630384
22881_7889,2,105,0,4.87543391201684
22840_7970,3,103,0,4.877257705362227
22935_7987,2,103,0,4.877781684198698
22917_8063,1,106,0,4.8794347412016545
22895_7945,2,103,0,4.881113378804565
22883_8033,2,101,0,4.8821747615911955
22898_7851,1,107,0,4.882975823920679
22940_8011,3,106,0,4.885008940614591
22973_7982,2,103,3,4.885229848860441
22944_7867,2,101,0,4.886794305992717
22960_7912,1,107,0,4.888353098761657
22923_7906,1,103,0,4.888495944332016
22904_7937,1,106,0,4.889329190739813
22848_7924,1,103,0,4.889792916797941
23047_8011,1,103,0,4.890588284146841
22877_7886,2,103,0,4.891122298261378
22986_8002,1,105,0,4.891218848232397
23006_7895,1,106,0,4.892450021559972
22912_7848,2,103,0,4.892556058450296
22859_7864,2,103,0,4.893560673721152
22900_7887,2,103,0,4.893969590768613
22998_7882,2,103,0,4.895054497089998
23040_7992,1,106,0,4.895965516616081
23089_7993,1,106,0,4.898248552815241
22945_8046,2,105,0,4.898915953762408
22861_7876,2,101,0,4.900520121579679
22922_7917,1,105,0,4.900613705135769
22936_8038,1,106,0,4.900832650807898
22883_7911,2,103,0,4.900874876994134
22845_7991,2,103,0,4.901077965649731
23043_8014,1,103,0,4.901105555514297
22924_8002,2,106,0,4.902759849006731
23049_8039,1,106,0,4.903795190515284
23038_7894,1,103,0,4.903904804189325
22870_7949,1,106,0,4.903916892735231
23021_8030,1,103,0,4.904477122327037
22856_8048,1,106,0,4.905602849730703
22896_7898,2,101,0,4.907392987457203
22959_7935,1,106,0,4.909001790583235
22878_8056,2,103,0,4.910013414032499
22931_7863,2,103,0,4.910141351332349
22919_7951,1,106,0,4.9104653735096315
22910_7917,2,103,0,4.912636392528457
23000_7978,1,105,0,4.912721086032126
23103_7936,1,106,0,4.913237817556268
22935_8056,1,106,0,4.913624930554081
22972_7921,1,103,0,4.914423072826697
22866_7890,2,105,0,4.91484259042418
22984_7935,2,103,0,4.915070748000166
22912_7855,1,106,0,4.915356498127205
22844_7851,1,103,0,4.915437820646003
22904_7870,2,103,0,4.916050010574086
23082_7851,1,103,0,4.916663062803262
22868_8041,1,106,0,4.917594594137548
22968_8061,2,103,0,4.917734478853409
22870_7852,2,106,0,4.91807410270764
22849_8068,1,106,0,4.918989410628051
22840_7856,2,103,0,4.91901677978715
22952_8008,4,101,0,4.9191059463220075
22979_7979,2,101,4,4.920251089744802
22826_7879,1,106,0,4.920684547689355
23002_8061,1,106,0,4.921129212507989
22894_8067,2,101,3,4.92206677132358
23068_8058,2,103,0,4.924512486228897
22894_7961,2,103,0,4.925339772678274
22879_8031,1,106,0,4.925417116473542
23098_7951,1,106,0,4.926547913201131
23007_8009,1,105,0,4.926553047498138
22911_8033,1,106,0,4.927720148323124
22891_7983,1,106,0,4.928200450053113
22970_8022,1,106,0,4.928640907968295
22982_8035,1,106,0,4.929414197150819
22899_7913,2,101,0,4.929769511131987
23017_7989,1,106,0,4.930250146137553
22860_7980,2,103,0,4.93031264959817
22830_7867,1,106,3,4.9304712205729135
22965_7870,1,106,0,4.931293091309674
22927_7852,2,103,0,4.9326420600117205
23008_7885,2,103,0,4.934828564758645
22971_8018,1,106,0,4.935773726500579
23009_7850,1,103,0,4.936207322433747
23031_7891,1,103,0,4.937052132081357
22932_8004,3,106,0,4.9372426223581956
23091_7986,1,106,0,4.9375252126985325
22946_8063,2,103,3,4.937722886370473
22965_7871,1,106,0,4.940000360387722
22865_7869,2,103,0,4.941314778240328
22974_7868,1,106,0,4.941630001234575
22907_7923,2,106,0,4.941664335815944
22873_7859,1,106,0,4.942071613237658
22945_8012,3,106,0,4.9435535109650335
23079_7903,2,101,0,4.943603972366179
23022_8024,1,103,0,4.9449479545658654
22995_7969,2,103,0,4.945138497971391
23034_8008,1,106,0,4.945608811818725
23011_8010,1,105,0,4.947532882195972
22928_7977,2,101,0,4.947582100755342
22958_7917,2,103,0,4.947934000024664
22995_7980,2,103,0,4.9494415049428975
23079_7929,2,103,0,4.950321685972286
22887_7996,1,106,0,4.95125523890526
23000_7956,1,103,0,4.951494810098914
22882_8034,2,101,0,4.952397837690189
22952_8045,2,103,0,4.952558742105431
23101_7901,1,103,0,4.952963659609058
22958_7969,1,107,0,4.953044940719578
22992_7913,1,103,0,4.953637104163141
22829_7971,1,103,0,4.95421602954788
22917_7970,2,106,0,4.954680840647109
22977_7901,1,106,3,4.954747410117309
22984_7956,1,106,0,4.954955895817722
23020_7945,1,106,0,4.9554396605086115
22860_7877,1,106,0,4.955541065254356
22901_7920,2,103,3,4.955684536023764
23004_7907,1,106,0,4.956962665551846
22926_7859,1,106,0,4.958453273886989
22890_8028,2,101,0,4.958852218820455
22859_7872,1,106,0,4.959362892959692
22890_7982,2,101,0,4.961365621231911
22856_7888,1,106,0,4.961713299453753
22887_7841,1,104,0,4.96183367894553
22885_7931,1,106,0,4.96517282512551
22920_8064,1,106,0,4.96518281395004
23010_7849,2,103,0,4.965622162829992
22842_7856,2,103,2,4.965643771865473
22863_7890,2,105,0,4.965707655041204
22961_7995,2,103,0,4.965772512654445
23055_7912,2,101,0,4.966085492112076
23068_8000,1,103,0,4.966226417467912
22869_7869,1,106,0,4.966326052721993
22946_8015,2,103,0,4.967884709933244
22949_7852,1,103,0,4.968905476572408
23062_8042,1,106,0,4.969326398502715
22952_7937,2,103,0,4.969630666134963
23022_8025,1,103,0,4.970566870157559
23016_7987,1,106,3,4.9705824855679746
22988_8067,1,104,0,4.970862607484322
22997_7866,2,101,0,4.9709442353207836
22899_7981,2,106,0,4.971443044985675
22876_7909,2,101,0,4.9714803685932285
23057_7913,2,101,0,4.9717747906902865
22896_7959,2,101,3,4.973142404139821
22851_7841,2,103,0,4.973201818471595
22942_7989,2,103,0,4.973505079710575
23002_7921,1,103,0,4.974098016748799
22875_8054,1,106,0,4.974450125586931
22940_7931,2,105,0,4.974480417246964
23064_7908,1,106,0,4.9755259421411
22915_8051,1,105,0,4.975548468118004
22988_8066,1,104,0,4.976016917964757
23026_8032,1,103,0,4.976773668601976
22903_7839,1,104,0,4.977352594702481
22917_8013,1,106,0,4.977435923372523
23010_7862,2,103,0,4.978437833027831
23099_7956,1,106,0,4.978642873460624
23103_7867,2,103,0,4.978863176035187
22844_7987,2,103,0,4.9802946616550425
22815_7850,1,103,0,4.9806365037821365
22910_7924,2,103,0,4.9814892361750935
22993_7927,2,101,0,4.982131572299195
22952_7914,1,106,0,4.9826490248744415
23046_8064,1,106,0,4.9831857123647705
23062_8039,1,106,0,4.9834106977609816
22854_7947,2,103,0,4.9837908170904335
22948_7943,1,106,0,4.983976669188514
22959_7958,2,103,0,4.984217226723443
22950_8019,1,106,0,4.984407378796414
22929_7946,2,103,4,4.984491878651668
22962_7855,1,103,0,4.985774388162284
22925_7992,2,103,0,4.985983569139964
23078_7896,1,106,0,4.987150511855071
22857_7937,1,106,0,4.988294842617239
22848_8050,1,106,0,4.988989553156197
23075_7838,1,106,0,4.989296298667825
22875_7837,1,104,0,4.989341627909608
22929_7929,1,103,0,4.989535127546695
22890_8061,1,106,0,4.993385400061628
22923_7974,2,106,0,4.993771969984649
22985_7930,1,103,0,4.993867389074808
22886_8002,3,103,0,4.99435806730804
22913_7851,2,103,0,4.995136537859635
22996_7968,2,103,0,4.99625234506398
22951_8034,2,101,0,4.996708352770385
23027_7968,1,106,0,4.996992180542635
22956_7924,2,103,0,4.997440982438977
22966_7870,1,106,0,4.997570721504441
22937_8026,1,106,0,4.998375429150838
23011_7950,1,106,0,4.998596906549541
22906_8042,1,103,0,4.999341544481726
23071_7994,1,103,0,4.999659998120219
22944_7913,1,103,0,4.999959310426534
22951_7997,2,106,0,5.001705176973208
22947_8046,2,105,0,5.001931893651039
22878_8052,1,106,0,5.002061299802993
23087_7898,2,103,0,5.00235208467993
22937_7846,1,105,3,5.002749956123723
23021_7997,1,106,3,5.004921476981316
22985_7943,1,105,0,5.005229391644842
22904_8063,1,106,0,5.006139573873303
23013_7894,1,103,0,5.006460002744018
22959_7871,2,103,0,5.007802196349751
22867_7857,1,106,0,5.008208194278648
23025_8018,1,103,0,5.008520159399164
23002_7860,2,101,4,5.008708606774412
22983_7938,2,103,0,5.00878853407767
22919_8049,1,105,0,5.009281031026759
23014_8022,1,106,0,5.009965965286203
22991_7874,2,103,3,5.01065152238854
22848_8068,1,106,0,5.010821859200127
23101_7839,1,106,0,5.01136625336019
22888_7995,1,106,0,5.0115608021698685
22946_8060,2,103,0,5.013261403825844
23100_7978,1,106,0,5.013420901362075
23055_7929,1,105,0,5.0135245674359386
22890_7931,2,103,0,5.014923042784052
23009_7856,2,103,0,5.01502011597184
23038_7958,1,103,0,5.0153100301652
23025_7932,1,103,0,5.0156297390760365
22924_7961,1,106,0,5.015674918719299
22818_7841,1,103,0,5.016082692737714
22861_8052,1,101,0,5.016148767421905
22967_8061,2,103,0,5.017452452784126
22978_7881,1,103,0,5.018017367508442
22928_7855,2,103,0,5.018428117277393
23022_8046,2,103,0,5.0185776139391
22877_7956,2,103,0,5.019462256289717
22986_8059,1,105,0,5.019711804226734
22949_8032,2,103,0,5.0201901804665185
22869_8008,3,103,0,5.0204615365791465
22845_7896,1,103,0,5.020607400248102
22874_7943,1,103,0,5.020823254561023
22980_8038,1,106,0,5.022167187762953
22941_7919,1,106,0,5.022212268277537
22890_8002,3,103,0,5.022900210038518
23046_7836,1,106,0,5.023128519432023
22884_8032,2,101,0,5.02324311807097
22910_7945,1,106,0,5.024752288349078
22903_7953,1,103,0,5.025579025726023
22929_7840,1,106,0,5.025615014800192
23102_7944,2,101,3,5.026499829841622
22936_7994,2,103,0,5.0269605042339975
23025_8017,1,103,0,5.027240702017638
22982_8061,1,106,0,5.027895918817236
22958_7915,2,103,0,5.028761125857703
22855_7865,2,101,0,5.029060839680937
22917_7934,2,103,0,5.029692523667553
22911_8020,2,106,0,5.029884502808803
22871_8027,2,106,0,5.029975257826266
22877_8022,1,106,0,5.031262333799806
23008_8027,1,106,0,5.031661344412574
22875_7884,2,103,0,5.031749403261456
23091_7988,1,106,0,5.032040121302056
22934_7862,2,101,0,5.032123821111717
22876_8016,2,105,0,5.032928291232228
22952_7960,2,103,0,5.034961977725871
22931_7895,1,103,0,5.035555986494108
23100_7940,2,101,0,5.037210474444677
22904_7993,1,106,0,5.037310061762028
22848_7904,1,103,0,5.037609214776981
22922_7971,1,106,0,5.0385927662941405
22978_8011,1,106,0,5.039094574342317
22992_7898,1,106,0,5.039384679344461
23029_7889,1,105,0,5.0395490113460255
22972_8012,2,103,0,5.039825760124367
23013_7967,1,103,0,5.040615791643158
22838_7930,2,103,0,5.04065122912869
22831_7972,1,103,0,5.041110000475324
23087_7917,1,106,0,5.042411480715115
22868_7874,2,103,3,5.042592927816666
22945_7985,3,106,0,5.042738277468169
22889_8061,2,103,0,5.043912006893965
22923_7927,1,106,0,5.043937162583644
22967_7940,1,105,0,5.044148623676141
23062_7903,1,103,0,5.044372489541486
23088_8068,1,106,0,5.044781618682506
23101_7898,1,103,0,5.04514099033309
22888_7923,1,106,0,5.045463183281661
22902_8062,1,106,0,5.046117460729924
22913_7982,2,106,0,5.046350542768985
22903_7851,1,103,0,5.047246032882422
23056_7987,2,103,0,5.047765700644375
22969_7888,1,103,0,5.048489852156744
23017_7836,2,103,0,5.049547080693019
22974_8046,1,106,0,5.049679948894435
22965_8005,1,106,0,5.049759022881808
22892_7879,1,106,0,5.0510607884606795
22845_7931,1,106,0,5.051491174746674
23075_7847,1,103,0,5.0518515651461104
22873_7930,1,103,0,5.052601649154077
22956_7841,1,103,0,5.052924204013485
22962_8038,1,106,0,5.053378639499935
23076_8013,1,103,0,5.053484904651501
22914_7888,1,105,0,5.054030170101679
22891_8047,2,101,0,5.055366106960483
22966_7973,2,103,0,5.056041645838424
22902_7907,2,103,0,5.0562106912194755
22915_7933,2,101,0,5.056310157586972
22938_7898,1,103,0,5.057377350715986
22912_7854,1,103,0,5.057387491909627
22850_7842,2,103,0,5.057724645123433
22989_7854,2,103,3,5.057808870122231
22847_7904,1,103,0,5.058078342143274
22931_7848,2,101,3,5.058316016653967
22970_7888,1,103,0,5.059385959956529
22874_7944,1,103,0,5.060191152904727
23072_7929,1,103,0,5.061047155832393
22914_8008,2,103,0,5.061559043962421
22924_7847,2,103,0,5.061705824533959
22880_7837,1,104,0,5.062191197410213
23099_7936,2,101,0,5.0625745289414334
22884_7841,2,105,0,5.062802942013258
22870_8048,1,106,3,5.064295176005402
23025_7903,1,103,0,5.065071716193296
23104_8061,3,101,0,5.065327681021415
22950_7866,1,106,0,5.0653561683539845
23056_8068,1,106,0,5.065425790341986
23018_7964,2,101,0,5.065487844042723
22847_7923,1,103,0,5.067337604051678
22954_7961,2,101,0,5.067607451759946
22980_7971,2,101,0,5.068019498912078
22913_8059,1,103,0,5.06803681321364
22999_7894,2,103,4,5.068589093904586
23029_7999,1,103,0,5.0687789443769615
22840_7978,2,103,0,5.069246436097762
22881_7890,2,107,0,5.070377504001345
22895_8010,2,103,0,5.070580376534557
22902_7940,1,106,0,5.072128707698997
22899_7999,2,103,0,5.073472780685107
22994_7874,1,106,0,5.074160677817245
23014_7897,1,103,0,5.07424117195606
22949_8056,2,103,0,5.075809684594334
23086_8039,1,105,0,5.077899405802487
22986_7863,1,106,0,5.07823434363105
22841_7935,2,103,0,5.078593216261579
23045_7974,1,106,0,5.079713319200093
23027_7901,2,101,0,5.080195093717912
22848_7845,2,103,0,5.080789877380446
23034_7976,1,103,0,5.081372354483979
22922_7843,2,104,0,5.081909263327155
22838_7886,1,103,0,5.08201401056011
22860_7876,1,106,0,5.082415665691343
22961_7988,2,103,0,5.083031115757204
22864_7925,1,103,0,5.084314622742407
22968_7940,1,105,0,5.084412225147941
22856_7887,1,106,0,5.084632532501744
23075_8017,1,103,0,5.0853557783408965
22989_7871,1,106,0,5.085578021068417
22921_7939,2,103,0,5.0867049882702515
22979_8023,1,103,0,5.08752501134466
22881_7888,2,105,0,5.0875890126888
22980_7897,1,103,0,5.087949187940617
22840_7887,1,103,0,5.088899688000223
22939_7987,2,103,0,5.0900211773639
23036_7921,1,106,3,5.090566211206608
22964_8026,1,106,0,5.090631487787817
23021_7976,1,105,0,5.09261676348604
22998_8034,1,106,0,5.092699363214532
22884_8010,3,103,0,5.09293898787851
22947_7987,3,103,0,5.093595167091182
22886_7961,1,106,0,5.094504515745521
23040_7899,1,105,0,5.094508121726852
22983_7937,2,103,0,5.095652894834685
22991_7915,2,101,0,5.095769571342226
22895_7951,2,103,0,5.0961724266949044
23010_8052,1,103,0,5.096260090743879
22902_7965,2,103,0,5.097014361302657
22882_7854,2,103,0,5.097365348257862
22833_7857,1,106,0,5.098542027021766
22902_7939,1,106,0,5.099129643176187
23056_7889,1,106,0,5.1006366460478905
23035_7976,1,103,0,5.102332819660588
22909_7994,2,103,3,5.102356076800001
22959_7854,2,103,0,5.102571410133601
23016_7848,1,106,0,5.102619210242212
23047_7918,1,105,0,5.10368462778473
22978_7893,1,103,0,5.103990672101814
23095_7861,1,106,0,5.104350463060962
23050_8014,2,103,0,5.106203811167573
22924_7939,2,103,0,5.108393054493088
23037_7837,1,103,0,5.1087851444123835
23097_7977,1,103,0,5.109424108564056
23061_8043,1,105,0,5.109551481179639
22885_7838,2,105,4,5.1100640528120955
23040_7925,1,106,0,5.110741200874378
22910_7978,2,101,0,5.112402957597657
23048_8043,1,105,0,5.112832621027625
23028_7938,2,103,0,5.112866740269001
23068_7906,2,106,0,5.113233028819663
22994_7980,2,103,0,5.114019054185121
22892_8049,1,106,0,5.11552139687243
22985_8059,1,105,0,5.1157978180997175
22971_7940,1,105,0,5.116001865494054
22997_7963,1,105,0,5.116613275527237
22904_7987,2,101,0,5.116897354565893
22843_7905,1,103,0,5.118076419834876
22905_7911,2,103,0,5.118604904018646
22927_7949,2,101,0,5.1186091848394355
22912_8032,1,106,0,5.119684120749615
22988_7987,1,105,0,5.119955060323551
23101_7938,2,106,0,5.121689292444529
22874_8070,1,106,0,5.121880818565932
22949_8018,2,103,0,5.123199127210384
22921_8036,2,106,0,5.123478531138201
22980_7847,2,105,0,5.123799310739636
22913_7910,2,103,0,5.124101559821615
23027_7890,2,103,0,5.124161489288223
23009_7857,2,103,0,5.12542689040631
22909_7924,2,106,0,5.126889873201701
23102_7853,2,106,0,5.1269957488332505
22843_7849,1,103,0,5.127666853231191
23060_7913,2,101,0,5.128118032761417
22916_8013,1,106,0,5.128223282316107
22976_7903,1,106,0,5.128565092210668
22862_7881,1,105,0,5.130664921957743
22971_7880,2,103,0,5.130749206970577
23019_7982,1,103,0,5.130793975887978
23017_8043,1,105,0,5.131024930919001
22917_8005,2,103,0,5.131286179296782
22905_7840,1,104,0,5.131659043841631
22873_7928,1,103,0,5.132225610003602
22914_8016,1,106,0,5.1327788139702735
23054_7979,1,106,0,5.132824321347837
22967_8028,1,106,0,5.133121028374154
22958_7853,2,103,0,5.1337070349713
22991_7927,2,103,0,5.134216089840717
23021_8032,1,103,0,5.13463788959074
22866_7897,1,106,0,5.135434177694431
22933_7962,2,103,0,5.135595394956069
22865_7861,1,106,0,5.1358047058632925
23097_8045,1,106,0,5.136584069505642
22839_7929,2,103,0,5.137606953776935
22950_8003,3,101,0,5.138476362056128
22924_7902,1,103,0,5.138837965842268
22915_8043,1,106,0,5.139046272679435
22951_8058,2,103,0,5.1391678404004075
22849_7953,2,103,0,5.1399541248026335
23087_8056,2,103,0,5.140286797473541
22891_7974,1,106,0,5.140655088236724
23046_8065,1,106,0,5.14077561239519
23014_8044,1,105,0,5.141257649720231
