grid_id,road_risk_score,risk_level,relative_top_percent,absolute_risk_score,absolute_risk_level,action_level,action_rank,risk_trigger,preventive_repair_candidate,feature_risk_score,model_relative_score,relative_ai_index,absolute_feature_score,absolute_risk_index,road_structure_score,lanes,road_rank,road_type,lanes_lift,road_rank_lift
23043_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7290,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23043_7891,19.0,낮음,69.548,23.3,낮음,모니터링,7291,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23043_7893,19.0,낮음,69.548,23.3,낮음,모니터링,7292,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23043_7904,19.0,낮음,69.548,23.3,낮음,모니터링,7293,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23043_7905,19.0,낮음,69.548,23.3,낮음,모니터링,7294,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23044_7888,19.0,낮음,69.548,23.3,낮음,모니터링,7295,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23044_7889,19.0,낮음,69.548,23.3,낮음,모니터링,7296,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23044_7906,19.0,낮음,69.548,23.3,낮음,모니터링,7297,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23044_7907,19.0,낮음,69.548,23.3,낮음,모니터링,7298,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23044_7908,19.0,낮음,69.548,23.3,낮음,모니터링,7299,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23045_7886,19.0,낮음,69.548,23.3,낮음,모니터링,7300,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23045_7887,19.0,낮음,69.548,23.3,낮음,모니터링,7301,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23045_7908,19.0,낮음,69.548,23.3,낮음,모니터링,7302,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23046_7886,19.0,낮음,69.548,23.3,낮음,모니터링,7303,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23047_7885,19.0,낮음,69.548,23.3,낮음,모니터링,7304,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23047_7886,19.0,낮음,69.548,23.3,낮음,모니터링,7305,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23047_7909,19.0,낮음,69.548,23.3,낮음,모니터링,7306,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23047_7917,19.0,낮음,69.548,23.3,낮음,모니터링,7307,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23047_7918,19.0,낮음,69.548,23.3,낮음,모니터링,7308,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7884,19.0,낮음,69.548,23.3,낮음,모니터링,7309,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7885,19.0,낮음,69.548,23.3,낮음,모니터링,7310,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7910,19.0,낮음,69.548,23.3,낮음,모니터링,7311,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7914,19.0,낮음,69.548,23.3,낮음,모니터링,7312,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7915,19.0,낮음,69.548,23.3,낮음,모니터링,7313,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7916,19.0,낮음,69.548,23.3,낮음,모니터링,7314,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7917,19.0,낮음,69.548,23.3,낮음,모니터링,7315,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7918,19.0,낮음,69.548,23.3,낮음,모니터링,7316,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7919,19.0,낮음,69.548,23.3,낮음,모니터링,7317,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7920,19.0,낮음,69.548,23.3,낮음,모니터링,7318,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7921,19.0,낮음,69.548,23.3,낮음,모니터링,7319,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7922,19.0,낮음,69.548,23.3,낮음,모니터링,7320,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23048_7923,19.0,낮음,69.548,23.3,낮음,모니터링,7321,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7883,19.0,낮음,69.548,23.3,낮음,모니터링,7322,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7884,19.0,낮음,69.548,23.3,낮음,모니터링,7323,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7910,19.0,낮음,69.548,23.3,낮음,모니터링,7324,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7912,19.0,낮음,69.548,23.3,낮음,모니터링,7325,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7913,19.0,낮음,69.548,23.3,낮음,모니터링,7326,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7923,19.0,낮음,69.548,23.3,낮음,모니터링,7327,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23049_7924,19.0,낮음,69.548,23.3,낮음,모니터링,7328,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23050_7882,19.0,낮음,69.548,23.3,낮음,모니터링,7329,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23050_7883,19.0,낮음,69.548,23.3,낮음,모니터링,7330,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23050_7910,19.0,낮음,69.548,23.3,낮음,모니터링,7331,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23050_7911,19.0,낮음,69.548,23.3,낮음,모니터링,7332,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23050_7923,19.0,낮음,69.548,23.3,낮음,모니터링,7333,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23050_7924,19.0,낮음,69.548,23.3,낮음,모니터링,7334,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23051_7881,19.0,낮음,69.548,23.3,낮음,모니터링,7335,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23051_7882,19.0,낮음,69.548,23.3,낮음,모니터링,7336,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23051_7923,19.0,낮음,69.548,23.3,낮음,모니터링,7337,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23051_7924,19.0,낮음,69.548,23.3,낮음,모니터링,7338,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23052_7880,19.0,낮음,69.548,23.3,낮음,모니터링,7339,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23052_7881,19.0,낮음,69.548,23.3,낮음,모니터링,7340,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23052_7923,19.0,낮음,69.548,23.3,낮음,모니터링,7341,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23052_7924,19.0,낮음,69.548,23.3,낮음,모니터링,7342,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23052_7925,19.0,낮음,69.548,23.3,낮음,모니터링,7343,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23053_7880,19.0,낮음,69.548,23.3,낮음,모니터링,7344,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23053_7881,19.0,낮음,69.548,23.3,낮음,모니터링,7345,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23053_7924,19.0,낮음,69.548,23.3,낮음,모니터링,7346,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23053_7925,19.0,낮음,69.548,23.3,낮음,모니터링,7347,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23053_7926,19.0,낮음,69.548,23.3,낮음,모니터링,7348,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23054_7881,19.0,낮음,69.548,23.3,낮음,모니터링,7349,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23054_7926,19.0,낮음,69.548,23.3,낮음,모니터링,7350,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23054_7927,19.0,낮음,69.548,23.3,낮음,모니터링,7351,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7881,19.0,낮음,69.548,23.3,낮음,모니터링,7352,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7927,19.0,낮음,69.548,23.3,낮음,모니터링,7353,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,3,1.09148907,1.19995074
23055_7928,19.0,낮음,69.548,23.3,낮음,모니터링,7354,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7929,19.0,낮음,69.548,23.3,낮음,모니터링,7355,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7930,19.0,낮음,69.548,23.3,낮음,모니터링,7356,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7953,19.0,낮음,69.548,23.3,낮음,모니터링,7357,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,3,1.09148907,1.19995074
23055_7954,19.0,낮음,69.548,23.3,낮음,모니터링,7358,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7955,19.0,낮음,69.548,23.3,낮음,모니터링,7359,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7956,19.0,낮음,69.548,23.3,낮음,모니터링,7360,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7957,19.0,낮음,69.548,23.3,낮음,모니터링,7361,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23055_7958,19.0,낮음,69.548,23.3,낮음,모니터링,7362,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7881,19.0,낮음,69.548,23.3,낮음,모니터링,7363,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7882,19.0,낮음,69.548,23.3,낮음,모니터링,7364,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7930,19.0,낮음,69.548,23.3,낮음,모니터링,7365,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7931,19.0,낮음,69.548,23.3,낮음,모니터링,7366,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7932,19.0,낮음,69.548,23.3,낮음,모니터링,7367,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7933,19.0,낮음,69.548,23.3,낮음,모니터링,7368,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7940,19.0,낮음,69.548,23.3,낮음,모니터링,7369,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7941,19.0,낮음,69.548,23.3,낮음,모니터링,7370,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7942,19.0,낮음,69.548,23.3,낮음,모니터링,7371,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7944,19.0,낮음,69.548,23.3,낮음,모니터링,7372,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7945,19.0,낮음,69.548,23.3,낮음,모니터링,7373,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7946,19.0,낮음,69.548,23.3,낮음,모니터링,7374,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7949,19.0,낮음,69.548,23.3,낮음,모니터링,7375,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7951,19.0,낮음,69.548,23.3,낮음,모니터링,7376,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7952,19.0,낮음,69.548,23.3,낮음,모니터링,7377,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7953,19.0,낮음,69.548,23.3,낮음,모니터링,7378,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7954,19.0,낮음,69.548,23.3,낮음,모니터링,7379,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7956,19.0,낮음,69.548,23.3,낮음,모니터링,7380,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7957,19.0,낮음,69.548,23.3,낮음,모니터링,7381,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23056_7958,19.0,낮음,69.548,23.3,낮음,모니터링,7382,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7882,19.0,낮음,69.548,23.3,낮음,모니터링,7383,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7883,19.0,낮음,69.548,23.3,낮음,모니터링,7384,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7933,19.0,낮음,69.548,23.3,낮음,모니터링,7385,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7934,19.0,낮음,69.548,23.3,낮음,모니터링,7386,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7935,19.0,낮음,69.548,23.3,낮음,모니터링,7387,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7943,19.0,낮음,69.548,23.3,낮음,모니터링,7388,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7947,19.0,낮음,69.548,23.3,낮음,모니터링,7389,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7948,19.0,낮음,69.548,23.3,낮음,모니터링,7390,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7949,19.0,낮음,69.548,23.3,낮음,모니터링,7391,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7950,19.0,낮음,69.548,23.3,낮음,모니터링,7392,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23057_7958,19.0,낮음,69.548,23.3,낮음,모니터링,7393,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23058_7883,19.0,낮음,69.548,23.3,낮음,모니터링,7394,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23058_7935,19.0,낮음,69.548,23.3,낮음,모니터링,7395,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23058_7958,19.0,낮음,69.548,23.3,낮음,모니터링,7396,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23058_7959,19.0,낮음,69.548,23.3,낮음,모니터링,7397,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23059_7883,19.0,낮음,69.548,23.3,낮음,모니터링,7398,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23059_7884,19.0,낮음,69.548,23.3,낮음,모니터링,7399,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23059_7958,19.0,낮음,69.548,23.3,낮음,모니터링,7400,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23059_7959,19.0,낮음,69.548,23.3,낮음,모니터링,7401,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23060_7884,19.0,낮음,69.548,23.3,낮음,모니터링,7402,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23060_7959,19.0,낮음,69.548,23.3,낮음,모니터링,7403,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23060_7960,19.0,낮음,69.548,23.3,낮음,모니터링,7404,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23061_7883,19.0,낮음,69.548,23.3,낮음,모니터링,7405,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23061_7884,19.0,낮음,69.548,23.3,낮음,모니터링,7406,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23061_7960,19.0,낮음,69.548,23.3,낮음,모니터링,7407,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23061_7961,19.0,낮음,69.548,23.3,낮음,모니터링,7408,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23061_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7409,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23062_7884,19.0,낮음,69.548,23.3,낮음,모니터링,7410,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23062_7885,19.0,낮음,69.548,23.3,낮음,모니터링,7411,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23062_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7412,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23062_7963,19.0,낮음,69.548,23.3,낮음,모니터링,7413,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23062_7964,19.0,낮음,69.548,23.3,낮음,모니터링,7414,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23063_7885,19.0,낮음,69.548,23.3,낮음,모니터링,7415,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23063_7886,19.0,낮음,69.548,23.3,낮음,모니터링,7416,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23063_7963,19.0,낮음,69.548,23.3,낮음,모니터링,7417,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23064_7886,19.0,낮음,69.548,23.3,낮음,모니터링,7418,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23064_7887,19.0,낮음,69.548,23.3,낮음,모니터링,7419,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23064_7888,19.0,낮음,69.548,23.3,낮음,모니터링,7420,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23064_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7421,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23064_7963,19.0,낮음,69.548,23.3,낮음,모니터링,7422,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,3,1.09148907,1.19995074
23065_7888,19.0,낮음,69.548,23.3,낮음,모니터링,7423,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23065_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7424,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23066_7888,19.0,낮음,69.548,23.3,낮음,모니터링,7425,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23066_7889,19.0,낮음,69.548,23.3,낮음,모니터링,7426,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23066_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7427,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23066_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7428,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23067_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7429,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23067_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7430,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23068_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7431,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23068_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7432,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23069_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7433,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23069_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7434,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23070_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7435,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23070_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7436,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23070_7963,19.0,낮음,69.548,23.3,낮음,모니터링,7437,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23071_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7438,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23071_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7439,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23071_7963,19.0,낮음,69.548,23.3,낮음,모니터링,7440,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23072_7890,19.0,낮음,69.548,23.3,낮음,모니터링,7441,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23072_7891,19.0,낮음,69.548,23.3,낮음,모니터링,7442,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23072_7962,19.0,낮음,69.548,23.3,낮음,모니터링,7443,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23073_7891,19.0,낮음,69.548,23.3,낮음,모니터링,7444,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23073_7892,19.0,낮음,69.548,23.3,낮음,모니터링,7445,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
23073_7893,19.0,낮음,69.548,23.3,낮음,모니터링,7446,없음,0,0.0,0.0,0.03620497,0.19595,0.23305973,0.2413665,1,105,0,1.09148907,1.19995074
